titles;is_service
Нарядник локомотивних (поїзних) бригад ;1
Нарядник ;1
Насаджувач бобін ;1
Насаджувач валів ;1
Насаджувач взуття ;1
Насаджувач дефібрерних каменів ;1
Насаджувач манжет ;1
Насипальник цементу ;1
Насипальник-вагар (спеціальні хімічні виробництва);1
Насікальник карт ;1
Насікальник мелючих каменів ;1
"Насікальник терпугів, рашпілів та пилок ";1
Наставник-пілот авіаційного (льотного) загону ;1
Настелювач (виробництво текстилю) ;1
Настелювач (швацьке виробництво) ;1
Настелювач матеріалів ;1
Настелювач скла ;1
Настелювач фільтр-полотен ;1
Настроювач духових інструментів ;1
Настроювач музичних іграшок ;1
Настроювач напівпровідникових приладів ;1
Настроювач п'єзорезонаторів ;1
Настроювач піаніно та роялів ;1
Настроювач щипкових інструментів ;1
Настроювач язичкових інструментів ;1
Настроювач-регулювальник смичкових інструментів ;1
Натирач підлоги ;1
Натурник ;1
Натуропат ;1
Натягач сіток ;1
Науковий консультант Президента України ;1
"Науковий співробітник (агрономія, зоотехнія, лісівництво, природно-заповідна справа) ";1
"Науковий співробітник (археографія, археологія, географія, кримінологія, палеографія, соціологія) ";1
"Науковий співробітник (архівна справа, музеєзнавство) ";1
"Науковий співробітник (архітектура, планування міст) ";1
"Науковий співробітник (аудит, бухгалтерський облік) ";1
"Науковий співробітник (бібліотечна справа, науково-технічна інформація) ";1
Науковий співробітник (біологія) ;1
Науковий співробітник (біржові операції) ;1
Науковий співробітник (будівництво);1
Науковий співробітник (в інших галузях навчання) ;1
Науковий співробітник (валеологія) ;1
Науковий співробітник (ветеринарна медицина) ;1
Науковий співробітник (галузь інженерної справи) ;1
"Науковий співробітник (галузь лікувальної справи, крім стоматології) ";1
"Науковий співробітник (галузь медицини, крім сестринської справи та акушерства) ";1
Науковий співробітник (галузь обчислень) ;1
"Науковий співробітник (геологія, геофізика, гідрологія, геоінформатика)";1
"Науковий співробітник (гірництво, металургія) ";1
Науковий співробітник (економіка) ;1
"Науковий співробітник (електроніка, телекомунікації) ";1
Науковий співробітник (електротехніка) ;1
Науковий співробітник (інженерна механіка) ;1
Науковий співробітник (інтелектуальна власність) ;1
Науковий співробітник (інформаційна аналітика) ;1
"Науковий співробітник (картографія, топографія) ";1
"Науковий співробітник (маркетинг, ефективність господарської діяльності, раціоналізація виробництва) ";1
Науковий співробітник (математика) ;1
Науковий співробітник (медична фізика) ;1
Науковий співробітник (метеорологія) ;1
Науковий співробітник (методи навчання) ;1
Науковий співробітник (обчислювальні системи) ;1
"Науковий співробітник (патологія, токсикологія, фармакологія, фізіологія, епідеміологія) ";1
Науковий співробітник (правознавство) ;1
Науковий співробітник (праця та зайнятість) ;1
Науковий співробітник (програмування) ;1
Науковий співробітник (проекти та програми у сфері матеріального та нематеріального виробництва) ;1
Науковий співробітник (психологія) ;1
Науковий співробітник (рекреалогія) ;1
"Науковий співробітник (сестринська справа, акушерство) ";1
Науковий співробітник (соціальний захист населення) ;1
Науковий співробітник (статистика) ;1
Науковий співробітник (стоматологія) ;1
Науковий співробітник (транспорт) ;1
"Науковий співробітник (туризмологія, екскурсознавство) ";1
Науковий співробітник (фармація) ;1
"Науковий співробітник (фізика, астрономія) ";1
"Науковий співробітник (філологія, лінгвістика та переклади) ";1
"Науковий співробітник (філософія, історія, політологія) ";1
"Науковий співробітник (фінансово-економічна безпека підприємств, установ та організацій) ";1
Науковий співробітник (хімічні технології) ;1
Науковий співробітник (хімія) ;1
"Науковий співробітник-консультант (агрономія, зоотехнія, лісівництво, природно-заповідна справа) ";1
"Науковий співробітник-консультант (археографія, археологія, географія, кримінологія, палеографія, соціологія) ";1
"Науковий співробітник-консультант (архівна справа, музеєзнавство) ";1
"Науковий співробітник-консультант (архітектура, планування міст) ";1
"Науковий співробітник-консультант (аудит, бухгалтерський облік) ";1
"Науковий співробітник-консультант (бібліотечна справа, науково-технічна інформація) ";1
Науковий співробітник-консультант (біологія) ;1
Науковий співробітник-консультант (біржові операції) ;1
Науковий співробітник-консультант (будівництво);1
Науковий співробітник-консультант (в інших галузях навчання) ;1
Науковий співробітник-консультант (валеологія) ;1
Науковий співробітник-консультант (ветеринарна медицина) ;1
Науковий співробітник-консультант (галузь інженерної справи) ;1
"Науковий співробітник-консультант (галузь лікувальної справи, крім стоматології) ";1
"Науковий співробітник-консультант (галузь медицини, крім сестринської справи та акушерства) ";1
Науковий співробітник-консультант (галузь обчислень) ;1
"Науковий співробітник-консультант (геологія, геофізика, гідрологія, геоінформатика)";1
"Науковий співробітник-консультант (гірництво, металургія) ";1
Науковий співробітник-консультант (економіка) ;1
"Науковий співробітник-консультант (електроніка, телекомунікації) ";1
Науковий співробітник-консультант (електротехніка) ;1
Науковий співробітник-консультант (інженерна механіка) ;1
Науковий співробітник-консультант (інтелектуальна власність) ;1
Науковий співробітник-консультант (інформаційна аналітика) ;1
"Науковий співробітник-консультант (картографія, топографія) ";1
"Науковий співробітник-консультант (маркетинг, ефективність господарської діяльності, раціоналізація виробництва) ";1
Науковий співробітник-консультант (математика) ;1
Науковий співробітник-консультант (медична фізика) ;1
Науковий співробітник-консультант (метеорологія) ;1
Науковий співробітник-консультант (методи навчання) ;1
Науковий співробітник-консультант (обчислювальні системи) ;1
"Науковий співробітник-консультант (патологія, токсикологія, фармакологія, фізіологія, епідеміологія) ";1
Науковий співробітник-консультант (правознавство) ;1
Науковий співробітник-консультант (праця та зайнятість) ;1
Науковий співробітник-консультант (програмування) ;1
Науковий співробітник-консультант (проекти та програми у сфері матеріального та нематеріального виробництва) ;1
Науковий співробітник-консультант (психологія) ;1
Науковий співробітник-консультант (рекреалогія) ;1
"Науковий співробітник-консультант (сестринська справа, акушерство) ";1
Науковий співробітник-консультант (соціальний захист населення) ;1
Науковий співробітник-консультант (статистика) ;1
Науковий співробітник-консультант (стоматологія) ;1
Науковий співробітник-консультант (транспорт) ;1
"Науковий співробітник-консультант (туризмологія, екскурсознавство) ";1
Науковий співробітник-консультант (фармація) ;1
"Науковий співробітник-консультант (фізика, астрономія) ";1
"Науковий співробітник-консультант (філологія, лінгвістика та переклади) ";1
"Науковий співробітник-консультант (філософія, історія, політологія) ";1
"Науковий співробітник-консультант (фінансово-економічна безпека підприємств, установ та організацій) ";1
Науковий співробітник-консультант (хімічні технології) ;1
Науковий співробітник-консультант (хімія) ;1
"Начальник (директор, завідувач та ін.) лікарні (клініки) ветеринарної медицини ";0
Начальник (завідувач) виробничої лабораторії ;0
"Начальник (завідувач) кабінету (лінгафонного, проектного та ін.)";0
Начальник (завідувач) лабораторії моніторингу вод та ґрунтів (водне господарство) ;0
Начальник (завідувач) лікувально-профілактичного закладу ;0
Начальник (завідувач) навчального полігону ;0
Начальник (завідувач) підрозділу ;0
"Начальник (завідувач) сектору (науково-дослідного, конструкторського та ін.) ";0
Начальник (завідувач) тренажерного комплексу (залу) ;0
Начальник (завідувач) хімічної лабораторії ;0
"Начальник (завідувач, керівник) структурного підрозділу закладу охорони здоров’я";0
Начальник (інший керівник) служби;0
Начальник (керуючий) їдальні ;0
Начальник аварійно-диспетчерської служби ;0
Начальник автомобільної газонаповнювальної станції ;0
"Начальник агентства (повітряних сполучень, морського, рекламно-інформаційного, транспортно-експедиційного та ін.) ";0
Начальник аеропорту (на правах підрозділу) ;0
"Начальник бази (виробничого обслуговування, резерву, здавальної та ін.) ";0
Начальник бази туристської ;0
"Начальник біржі (лісової, пиломатеріалів) ";0
Начальник бригади ;0
Начальник бюро (промисловість) ;0
Начальник бюро (функціональний підрозділ) ;0
Начальник бюро організації праці та заробітної плати цеху ;0
Начальник бюро ;0
"Начальник вагона (динамометричного, поштового, колієобстежувального та ін.) ";0
Начальник варти (пенітенціарна система) ;0
Начальник варти воєнізованої охорони ;0
Начальник варти окремого пожежного поста ;0
Начальник вахти лоцманської ;0
Начальник вахти шлюзу ;0
Начальник випробувальної станції ;0
Начальник випробувальної станції ;0
Начальник виробництва (на підприємстві харчування) ;0
Начальник виробництва ремонтних та налагоджувальних робіт на атомних станціях ;0
Начальник виробництва ;0
Начальник виробничого відділу ;0
Начальник виробничо-диспетчерського бюро цеху ;0
Начальник відділення (пенітенціарна система) ;0
Начальник відділення (сфера захисту інформації) ;0
Начальник відділення енергонагляду ;0
Начальник відділення зв'язку ;0
Начальник відділення каналу (водне господарство) ;0
Начальник відділення каналу ;0
Начальник відділення льотних випробувань ;0
Начальник відділення поліції;0
Начальник відділення ;0
Начальник відділення ;0
Начальник відділу (авіаційний транспорт) ;0
Начальник відділу (гідрографічні та навігаційні роботи) ;0
"Начальник відділу (з реклами, зв'язків з громадськістю) ";0
"Начальник відділу (місцеві органи державної влади, місцевого самоврядування)";0
Начальник відділу (на транспорті) ;0
Начальник відділу (пенітенціарна система) ;0
Начальник відділу (прокуратури) ;0
Начальник відділу (самостійного) ;0
Начальник відділу (у складі управління) ;0
Начальник відділу (центральні органи державної влади) ;0
Начальник відділу автоматизованої системи керування виробництвом (АСКВ) ;0
Начальник відділу електрозв'язку ;0
Начальник відділу з ліквідації розливів нафти та нафтопродуктів у морі ;0
Начальник відділу збуту (маркетингу) ;0
Начальник відділу зовнішньої кооперації ;0
Начальник відділу кадрів ;0
Начальник відділу капітального будівництва (технічного переозброєння) ;0
Начальник відділу комплектації устаткування ;0
Начальник відділу матеріально-технічного постачання ;0
Начальник відділу механізації та автоматизації виробничих процесів ;0
Начальник відділу науково-технічної інформації ;0
Начальник відділу об'єктивного контролю ;0
Начальник відділу організації безпеки дорожнього руху ;0
Начальник відділу організації праці та заробітної плати ;0
Начальник відділу охорони навколишнього середовища ;0
Начальник відділу охорони праці ;0
Начальник відділу патентної та винахідницької роботи ;0
Начальник відділу підготовки кадрів ;0
Начальник відділу підсобного сільського господарства ;0
Начальник відділу поштового зв'язку ;0
Начальник відділу радіаційної безпеки ;0
Начальник відділу соціального розвитку ;0
Начальник відділу стандартизації ;0
Начальник відділу технічного контролю ;0
Начальник відділу транспорту ;0
Начальник відділу управління ;0
Начальник відділу фізичного захисту (сфера використання ядерної енергії) ;0
Начальник відділу ;0
Начальник відділу ;0
Начальник відділу ;0
Начальник відділу ;0
Начальник відновного поїзда ;0
Начальник військового представництва ;0
Начальник водоводу ;0
Начальник водосховища ;0
Начальник воєнізованої охорони ;0
Начальник вокзалу ;0
Начальник в'язниці ;0
Начальник газонаповнювальної станції ;0
Начальник гаража ;0
Начальник гідровузла (водне господарство) ;0
Начальник гідровузла ;0
Начальник головного військового представництва ;0
Начальник головного управління (місцеві органи державної влади) ;0
Начальник головного управління ;0
Начальник господарства житлово-комунального ;0
Начальник господарства реагентного ;0
Начальник господарства складського ;0
Начальник господарського відділу ;0
"Начальник групи (картографічної, знижувальних підстанцій, суден, тематичної, територіальної та ін.) ";0
Начальник державної воєнізованої гірничорятувальної служби ;0
Начальник Державної інспекції з експлуатації електричних станцій і мереж;0
Начальник державної інспекції ;0
Начальник дирекції залізничних перевезень;0
Начальник диспетчерських пунктів району аеродрому та зони зльоту і посадки ;0
Начальник диспетчерської (виробничо-диспетчерської) служби ;0
Начальник дистанції ;0
Начальник дитячого приймача-розподільника ;0
Начальник дільниці (водне господарство) ;0
Начальник дільниці (мисливської) ;0
Начальник дільниці зберігання (сфера матеріального резерву) ;0
"Начальник дільниці ресторану (кафе, їдальні і т. ін.) ";0
Начальник дільниці ;0
Начальник дільниці ;0
Начальник дільниці ;0
Начальник доку (докмейстер) ;0
"Начальник дороги (лісовозної, підвісної канатної та ін.) ";0
Начальник дослідної лабораторії ;0
Начальник дослідної організації ;0
Начальник драги ;0
Начальник друкарні ;0
"Начальник експедиції (геологічної, геологорозвідувальної, дослідної, промислової, топографо-геодезичної та ін.) ";0
Начальник експедиції гідрогеолого-меліоративної ;0
Начальник електропідстанції (групи електропідстанцій) ;0
Начальник енергоінспекції ;0
Начальник естакади реагентного господарства ;0
"Начальник загону (бурового, гідрографічного, дослідного, експедиційно-рятувального та ін.) ";0
Начальник залізниці ;0
Начальник залізнично-будівельної машини;0
Начальник заплаву ;0
Начальник зміни (промисловість) ;0
"Начальник зміни (транспорт, складське господарство, зв'язок) ";0
Начальник зміни атомної електростанції ;0
Начальник зміни енергоблока (черги) атомної електростанції ;0
Начальник зміни з оперативного управління в транспортуванні газу ;0
Начальник зміни обчислювального (інформаційно-обчислювального) центру ;0
Начальник зміни цеху атомної електростанції ;0
Начальник інспекції ;0
Начальник інспекції ;0
Начальник інструментального відділу ;0
"Начальник камери (навігаційної, електрорадіонавігаційної та ін.) ";0
Начальник каналу ;0
"Начальник караулу (зміни, поста) оперативно-рятувальної служби цивільного захисту ";0
"Начальник караулу (зміни, поста) частини (сфера цивільного захисту) ";0
"Начальник каси (квиткової на вокзалі, головної, міської квиткової) ";0
"Начальник клубу (аероклубу, службового собаківництва, спортивно-технічного, стрілецько-спортивного) ";0
Начальник колійного поста ;0
Начальник колійної машини ;0
"Начальник колони (автомобільної, механізованої) ";0
"Начальник команди (охорони об'єктів, службового собаківництва та ін.) ";0
"Начальник команди з виду спорту (збірної, клубної) ";0
Начальник команди пожежної охорони ;0
Начальник комерційного відділу ;0
"Начальник комплексу (автоматизованого вантажного, апаратно-студійного, виробничого перевантажувального, технологічного, льотного забезпечення та ін.) ";0
Начальник компресорної станції ;0
Начальник конвою;0
"Начальник контори (вантажної, транспортно-складської та ін.) ";0
Начальник контрольно-ревізійного відділу ;0
Начальник котельні ;0
Начальник курсів підвищення кваліфікації ;0
"Начальник лабораторії (науково-дослідної, дослідної та ін.) ";0
Начальник лабораторії з контролю виробництва ;0
Начальник лабораторії з контролю виробництва ;0
Начальник лабораторії контрольно-вимірювальних приладів та засобів автоматики ;0
Начальник лабораторії метрології ;0
Начальник лабораторії наукової організації праці та управління виробництвом ;0
Начальник лабораторії соціології та психофізіології праці ;0
Начальник лабораторії техніко-економічних досліджень ;0
Начальник лікувально-профілактичного сектору - заступник завідувача ;0
Начальник лісопункту ;0
Начальник лісорозсадника ;0
Начальник льодозаводу ;0
Начальник льотно-випробувальнбї і доводочної бази ;0
"Начальник льотно-випробувального підрозділу (бази, комплексу, станції, центру) ";0
Начальник майданчика інструментально-ремонтного цеху бурового устаткування ;0
Начальник майданчика трубно-інструментального в капітальному ремонті свердловин ;0
Начальник майстерні ;0
Начальник маршруту міського транспорту ;0
Начальник маяка ;0
Начальник метрополітену ;0
Начальник механізованого зерносховища ;0
Начальник митниці;0
Начальник митного поста;0
"Начальник містечка (дитячого оздоровчого, навчального) ";0
Начальник млина ;0
Начальник морського шляхового поста ;0
Начальник навчального (навчально-тренувального) центру ;0
Начальник навчального пункту ;0
Начальник навчально-тренувального центру ;0
Начальник наливної естакади;0
Начальник нафтогазорозвідки (партії) глибокого (структурно-пошукового) буріння ;0
Начальник нижнього складу ;0
Начальник нормативно-дослідної лабораторії (станції) з питань праці ;0
Начальник об'єктів радіотехнічного забезпечення та зв'язку ;0
Начальник обчислювального (інформаційно-обчислювального) центру ;0
Начальник окремого поста пожежної охорони (пенітенціарна система) ;0
Начальник окремого структурного підрозділу (поліція);0
Начальник оперативного відділу (сфера цивільного захисту) ;0
Начальник опорного аварійно-відновного пункту ;0
"Начальник охорони (пожежної, сторожової та ін.)";0
Начальник очисних споруд ;0
"Начальник парку (понтонного, резервуарного та ін.) ";0
Начальник пароплавства ;0
"Начальник партії (геодезичної, геологічної, промислової, топографічної та ін.) ";0
Начальник партії лісовпорядної ;0
Начальник перевантажувального комплексу ;0
Начальник підвідділу (у складі самостійного відділу) ;0
Начальник підвідділу ;0
Начальник підрозділу оперативно-рятувальної служби з профілактичних заходів цивільного захисту ;0
Начальник підрозділу постійної готовності до аварійно-рятувальних дій ;0
Начальник підсобних виробництв на шахтовій поверхні ;0
Начальник планово-економічного бюро цеху ;0
Начальник планово-економічного відділу ;0
Начальник пожежного катера ;0
Начальник пожежної охорони (команди) (пенітенціарна система) ;0
"Начальник позиції (стартової, технічної) ";0
"Начальник поїзда (пасажирського, рефрижераторного, комбінованого транспорту і т. ін.) ";0
Начальник полігону (швидкісного) ;0
Начальник полігону ;0
Начальник портового нагляду ;0
"Начальник порту (морського, річкового, рибного та ін.) ";0
Начальник постачання ;0
Начальник поштамту ;0
Начальник прес-центру ;0
Начальник пристані ;0
Начальник причалу ;0
Начальник проектно-конструкторського відділу ;0
Начальник проектно-кошторисного бюро (групи) ;0
Начальник проектно-кошторисного бюро (групи) ;0
Начальник промірної партії ;0
Начальник проходки шахти ;0
"Начальник пункту (заготівельного, навантажувально-розвантажувального, портового, рибоприймального, суднового, навчально-тренувального та ін.) ";0
Начальник пускових робіт ;0
Начальник радіостанції ;0
Начальник радіотелевізійної передавальної станції ;0
Начальник району (вантажного) ;0
"Начальник району (нафтоналивного, мережевого та ін.) ";0
"Начальник реактора (прискорювача, ядерно-фізичної установки) ";0
Начальник реакторного цеху ;0
Начальник режимно-секретного органу ;0
Начальник резерву локомотивних бригад ;0
Начальник резерву провідників пасажирських вагонів ;0
Начальник ремонтного цеху ;0
"Начальник розвідки (нафтогазової, промислової) ";0
Начальник роз'їзду (зупинкового пункту) ;0
Начальник сектору ;0
Начальник сектору ;0
Начальник складу (вантажного) ;0
"Начальник складу (паливно-мастильних матеріалів, матеріально-технічного та ін.) ";0
Начальник скотопрогінного тракту ;0
Начальник слідчої частини ;0
Начальник служби;0
Начальник служби - головний бухгалтер (митні органи);0
Начальник служби (митні органи);0
Начальник служби (промисловість) ;0
Начальник служби (сфера цивільного захисту) ;0
Начальник служби (транспорт) ;0
Начальник служби атомної електростанції ;0
Начальник служби фізичного захисту (сфера використання ядерної енергії) ;0
Начальник служби ;0
"Начальник сортувальної гірки (автоматизованої, механізованої) ";0
Начальник спеціалізованої митної установи;0
Начальник сплавного рейду ;0
Начальник станції залізничної;0
Начальник станції компресорної ;0
Начальник станції метеорологічної ;0
Начальник станції метрополітену ;0
Начальник станції насосної ;0
"Начальник станції пожежної (природоохоронної, лісової) ";0
Начальник стаціонарної платформи (у розвідувальному та експлуатаційному бурінні) ;0
Начальник стенду;0
"Начальник стрільбища (тиру, полігону)";0
Начальник структурного підрозділу (відокремленого) ;0
Начальник структурного підрозділу режимно-секретного органу ;0
Начальник сушильно-очисної башти ;0
Начальник табору оборонно-спортивного ;0
Начальник табору туристського ;0
Начальник технічного відділу ;0
Начальник технологічного бюро цеху ;0
Начальник тоні ;0
Начальник трудової колонії для неповнолітніх ;0
Начальник тягової підстанції;0
Начальник Украероцентру ;0
Начальник уповноваженого органу з питань пробації;0
Начальник управління (самостійного) ;0
Начальник управління (у складі головного управління) ;0
Начальник управління Апеляційного суду України ;0
Начальник управління Вищого адміністративного суду України ;0
Начальник управління Вищого господарського суду України ;0
Начальник управління ;0
Начальник управління ;0
Начальник управління ;0
Начальник управління ;0
Начальник управління ;0
Начальник управління ;0
"Начальник установки (бурової, газобензинової, кисневої, збагачувальної, регенераційної та ін.) ";0
Начальник установки сміттєспалювальної пересувної ;0
Начальник училища ;0
Начальник фінансового відділу ;0
Начальник флоту (портового) ;0
Начальник централізованої бухгалтерії ;0
Начальник центральної заводської лабораторії ;0
"Начальник центру (обчислювального, інформаційно-обчислювального) ";0
"Начальник центру (підцентру) (головного авіаметеорологічного, радіо-, управління повітряним рухом, навчально-авіаційного, електрозв'язку, рятувально-координаційного, рятувального та ін.)";0
"Начальник центру (психологічного забезпечення, соціально-трудової реабілітації дорослих, з надання соціальних послуг тощо) ";0
"Начальник центру (філії) (регіонального, територіального та ін.)";0
Начальник центру комутації повідомлень ;0
Начальник центру управління повітряним рухом ;0
Начальник цеху (виробництво кіно- і відеофільмів) ;0
Начальник цеху (дільниці) електрозв'язку ;0
Начальник цеху дослідного виробництва ;0
Начальник цеху радіаційної безпеки ;0
Начальник цеху ;0
Начальник цеху ;0
"Начальник частини (воєнізованої, газо- та гірничорятувальної, льотної, пожежної) ";0
Начальник чергової частини ;0
"Начальник школи (вищої льотної підготовки, морехідної, начальницького складу, технічної) ";0
Начальник шлюзу ;0
Начальник штабу (головного штабу) оперативно-рятувальної служби цивільного захисту ;0
Начальник штабу льотного загону ;0
Начальник штабу об'єднаного авіазагону ;0
Начальник штабу пожежогасіння ;0
Начальник штабу полку (батальйону) (поліція);0
Начальник юридичного відділу ;0
Нейтралізаторник хромової стружки ;1
Нейтралізаторник ціанистих розчинів ;1
Нейтралізаторник ;1
Нормалізаторник ;1
"Нормувальник гірничий кар'єру, рудника, шахти ";1
Нормувальник гірничий на підземних роботах ;1
Нормувальник гірничий ;1
Носій ;1
Нотаріус державний ;1
Нотаріус ;1
Нотогравер ;1
Нотографік ;1
Нумерувальник ;1
Нянька ;1
Оббивальник меблів ;1
Оббивальник ;1
Оббирач гірничих виробок ;1
Обвалювальник м'яса ;1
Обвалювальник тушок птиці ;1
Обв'язувальник агломератів ;1
Обв'язувальник електровугільних виробів ;1
Обдирач алмазів ;1
Обдувальник абразивних виробів ;1
Обжарювальник харчових продуктів (виробництво м'ясних продуктів) ;1
"Обжарювальник харчових продуктів (перероблення овочів, олієнасіння та горіхів) ";1
Об'їжджувач ;1
Обкатник підшипників ;1
Обкатник труб ;1
Обкатувальник журавлини ;1
Обклеювач батарей ;1
Обклеювач виробів з бересту ;1
Обклеювач глобусів ;1
Обклеювач оргскла ;1
Обліковець (поліграфічне виробництво) ;1
Обліковець з реєстрації бухгалтерських даних ;1
Обліковець міри та виробів ;1
Обліковець ;1
Обмазувальник заслонів ;1
Обмазувальник ковшів ;1
Обмазувальник листів та труб ;1
Обміднювальник ;1
Обмінювач грошей ;1
Обмолотник ;1
Обмотувальник елементів електричних машин ;1
Обпилювач каменю ;1
Обпилювач пап'є-маше ;1
Обпилювач фасонних відливок ;1
Обпилювач форм та металу сірчаним порошком ;1
Обпилювач черні ;1
Обплавлювач скла ;1
Обплітальник (спеціальні хімічні виробництва);1
Обплітальник деталей ;1
Обплітальник проводів та кабелів ;1
Обплітальник склоджгутів ;1
Обпресувальник кабелів свинцем чи алюмінієм ;1
Обпресувальник кабелів та проводів пластиками та гумою ;1
